가게명,주메뉴,동,상세주소,평점,메뉴목록
블루샥 구의역점,커피전문점,자양동,서울 광진구 아차산로 382 1층,4.3,"(ICE) 아메리카노(3,000원), [재주문율1위 시그니처] 샥라떼(3,900원), (ICE) 화이트 아메리카노(3,900원), (ICE) 바닐라빈라떼(4,500원), [시그니처]피넛라떼(4,300원), (ICE) 설향 딸기 라떼(4,900원), 1리터 보틀 아메리카노(6,400원), 1리터 보틀 아샷추(8,500원), 1리터 보틀 바나나콜드브루오트라떼(9,400원), (HOT) 바닐라빈 라떼(4,500원), (HOT) 카라멜 마끼아또(4,600원), 망고 바나나 스무디(5,300원), 딸기 바나나 주스(5,300원), 연유 밀크 브레드(4,400원), (ICE) 스카치 바나나 카페라떼(5,000원), (HOT) 스카치 바나나 카페라떼(5,000원), (ICE) 한라봉 선셋 티(5,000원), (HOT) 한라봉 선셋 티(5,000원), 그린 망고 스무디(5,500원), (HOT) 화이트 아메리카노(3,900원), (ICE) 토피 모카 라떼(5,000원), (HOT) 토피 모카 라떼(5,000원), 1리터 보틀 카페라떼(8,200원), 1리터 보틀 돌체라떼(8,700원), 1리터 보틀 바닐라빈라떼(8,600원), 1리터 보틀 콜드브루(8,900원), 1리터 보틀 콜드브루라떼(9,100원), 1리터 보틀 돌체콜드브루라떼(9,400원), 1리터 보틀 더블초코라떼(8,600원), 1리터 보틀 꿀자몽티(8,500원)"
스무디킹 롯데시네마건대입구점,생과일전문점,자양동,서울 광진구 아차산로 272 더샵스타시티 2층,2.9,
뉴베이크,카페,자양동,서울 광진구 뚝섬로 601 1층,5.0,"헤이즐넛아메리카노(4,000원), 카페라떼(4,000원), (Best) 아메리카노(3,500원), (Best) 바닐라라떼(4,500원), 카페모카(5,000원), 디카페인 콜드브루 아이스(4,500원), (시그니처) 흑임자 크림라떼(5,500원), (시그니처) 흑임자 슈페너(5,000원), (Best) 과육듬뿍 딸기라떼(5,500원), (시그니처) 자두에이드(5,500원), 청포도에이드(5,500원), 아이스티(4,000원), 아샷추(5,000원), 건강미숫가루(4,500원), 리얼초코라떼(4,500원), (시즌)핫초코라떼(5,000원), 제주말차라떼(5,000원), 말샷추(6,000원), 꿀레몬차(5,000원), 꿀자몽차(5,000원), 꿀유자차(5,000원), TWG 티(3종류)(6,000원)"
마이너들의 아지트,카페,자양동,서울 광진구 뚝섬로40길 63 지하1층,5.0,
원두볶는사람들,카페,자양동,서울 광진구 자양로13길 107 1층,5.0,"벤티 아메리카노(1,500원), 헤이즐라떼(3,000원), 레몬차(4,500원), 모과차(4,500원), 대추차(5,000원), 대용량 아메리카노(2,000원), 카페라떼(2,500원), 카푸치노(2,500원), 카라멜마끼아또(3,000원), 카페모카(3,000원), 바닐라라떼(3,000원), 연유라떼(3,500원), 핫초코 / 아이스초코(3,000원), 아이스티(3,000원), 민트초코라떼(3,000원), 녹차라떼(3,000원), 미숫가루(4,000원), 그린티스무디(4,500원), 자바칩초콜릿스무디(4,500원), 아몬드바나나주스(4,000원), 블루베리주스(4,000원), 블루베리스무디(4,500원), 딸기스무디(4,500원)"
수완카페앤베이커리,카페,자양동,서울 광진구 아차산로30길 39 1층,3.9,"바나나커스터드푸딩(5,500원), 생딸기듬뿍홀케이크(38,000원), 버터크림라떼(6,000원), 펜지 꽃 에이드(5,500원), 초코랑이(6,500원), 4종 마들렌(2,800원), 4종 쿠키(2,800원), 생딸기 미니케이크(16,000원)"
공차 자양점,카페,자양동,서울 광진구 뚝섬로 552 삼희빌딩 1층 105호,1.5,"브라운슈가 시그니처 밀크티+펄 L(5,800원), 브라운슈가 시그니처 밀크티+미니펄 L(5,800원), 츄잉 망고 밀크(6,000원), 그릭요거트&자몽 밀크티 크러쉬(6,500원), 그릭요거트&딸기 밀크티 크러쉬(6,500원), 그릭요거트&밀크티 크러쉬(5,900원), 브라운슈가 시그니처 밀크티+펄 J(6,900원), 흑당 두부 밀크 + 미니펄(5,800원), 딸기 말차 크러쉬(5,500원), 블랙밀크티＋펄 J(6,400원), 타로밀크티+펄 J(6,400원), 미니펄 망고밀크 + 리얼망고 L(6,000원), 미니펄 망고밀크 + 리얼망고 J(7,100원), 망고요구르트＋화이트펄 J(7,000원), 딸기 쿠키 스무디+펄(6,300원), 미니펄 딸기 밀크티 J(6,400원), 청귤 요거티 크러쉬 + 핑크펄(6,000원), 레몬 요구르트 스무디 + 핑크펄(5,500원), 그릭 요거트 & 망고 밀크티 크러쉬(6,500원), 브라운슈가 시그니처 밀크티+미니펄 J(6,900원), 딸기 말차 밀크티(5,300원), 딸기 듬뿍 밀크티(5,100원), 아메리카노 L(3,900원), 아메리카노 J(4,400원), 블랙밀크티＋펄 L(5,100원), 타로밀크티+펄 L(5,100원), 제주그린밀크티 + 펄 L(5,500원), 제주그린밀크티 + 펄 J(6,800원), 초콜렛 밀크티 +치즈폼 L(5,400원), 초콜렛 밀크티 +치즈폼 J(6,700원)"
카페아인,카페,자양동,서울 광진구 뚝섬로30길 41 1층,5.0,"아메리카노(4,000원), 카페라떼(4,500원), 바닐라라떼(5,000원), 자몽에이드(5,500원), 레몬 타르트(7,500원), 바닐라 타르트(8,500원), 갸또바스크(7,500원), 모엘루 크로컹 쇼콜라(8,500원), 까눌레(3,000원), 갈레트 브루통(3,000원), 플레인 휘낭시에(3,000원)"
성북당 십원빵 건대스타시티점,디저트카페,자양동,서울 광진구 아차산로 272 F108-1,2.7,"오리지널 십원빵(3,500원), 십원빵 세트(7ea)(23,000원), ICE 아메리카노(2,500원), 천혜향주스( 340mL )(4,900원), 팥 십원빵(3,500원), 콘치즈 십원빵(3,500원), 십원빵 세트(8ea)(26,000원), 갈릭치즈 십원빵(3,500원), 불닭치즈 십원빵(3,500원), 고구마치즈 십원빵(3,500원), ICE 바닐라라떼(4,300원), 십원빵 세트(9ea)(29,000원), 대파까르 십원빵(3,500원), HOT 아메리카노(2,500원), HOT 카페라떼(3,800원), ICE 카페라떼(3,800원), HOT 카페모카(4,300원), ICE 카페모카(4,300원), HOT 바닐라라떼(4,300원), HOT 카라멜마끼아또(4,300원), ICE 카라멜마끼아또(4,300원), HOT 그린티라떼(4,000원), ICE 그린티라떼(4,000원), HOT 초콜릿라떼(4,000원), ICE 초콜릿라떼(4,000원), HOT 얼그레이밀크티(4,000원), ICE 얼그레이밀크티(4,000원), HOT 곡물라떼(4,200원), ICE 곡물라떼(4,200원), HOT 흑임자라떼(4,500원)"
빽다방 광진이튼1차점,커피전문점,자양동,서울 광진구 능동로 68 이튼타워리버1 1층 114호,4.0,"ICED 아메리카노(2,000원), 아이스티샷추가(아.샷.추)(3,800원)"
빙동댕 건대점,디저트카페,자양동,서울 광진구 동일로20길 86 1층,4.3,"Big size 그린티 빙수(13,900원), Big size 초코나무 숲(15,500원), Big size 아이스홍시 빙수(14,500원), Big size 반반빙수(아이스크림x)(16,900원), Big size 돼지바빙수(15,500원), Big size 논산딸기(냉동)빙수(15,500원), Big size 백도복숭아빙수(15,500원), Big size 망고빙수(15,500원), Big size 봉봉(포도)빙수(14,500원), Big size 논산(냉동)딸기 치즈큐브 빙수(15,900원), (New)라즈베리 요거트빙수(믿고 드셔도됩니다)(15,900원), Big size 인절미빙수(11,900원), Big size 눈꽃팥빙수(11,900원), Big size 죠리퐁브라우니빙수(15,500원), Big size 초코오레오빙수(15,500원), Big size 트리플 초코빙수(15,900원), Big size 순수우유 치즈큐브 빙수(14,900원), Big size 망고 치즈큐브 빙수(15,900원), (New) Big size 블루베리치즈큐브 빙수(15,900원), 플레인크로플(4,000원), 미니크로플2개 + 수제생크림(5,000원), 블루베리크림치즈 크로플(5,000원), 인절미 크로플(5,500원), 수제슈크림 크로플(5,500원), 티라미수 크로플(5,500원), 돼지바 크로플(5,500원), 생크림초코쿠키 크로플(5,500원), 생크림딸기잼 크로플(5,500원), 생크림망고잼 크로플(5,500원), 생크림카야잼 크로플(6,000원)"
라이크쿠키,카페,자양동,서울 광진구 자양로3길 34,5.0,"아메리카노(2,500원), 라이크 블랜드(3,000원), 카페라떼(3,000원), 바닐라라떼(3,500원), 하비스커스(3,000원)"
공차 건대로데오점,카페,자양동,서울 광진구 동일로20길 94 1층,1.9,"브라운슈가 시그니처 밀크티+펄 L(5,800원), 브라운슈가 시그니처 밀크티+미니펄 L(5,800원), 츄잉 망고 밀크(6,000원), 그릭요거트&자몽 밀크티 크러쉬(6,500원), 그릭요거트&딸기 밀크티 크러쉬(6,500원), 그릭요거트&밀크티 크러쉬(5,900원), 흑당 두부 크러쉬 + 미니펄(6,200원), 딸기 말차 밀크티(5,300원), 블랙밀크티＋펄 L(5,100원), 블랙밀크티＋펄 J(6,400원), 타로밀크티+펄 L(5,100원), 타로밀크티+펄 J(6,400원), 제주그린밀크티 + 펄 J(6,800원), 딸기 쿠키 스무디+펄(6,300원), 미니펄 망고 밀크 J(6,400원), 청귤 요거티 크러쉬 + 핑크펄(6,000원), 레몬 요구르트 스무디 + 핑크펄(5,500원), 그릭 요거트 & 망고 밀크티 크러쉬(6,500원), 브라운슈가 시그니처 밀크티+펄 J(6,900원), (HOT)브라운슈가 시그니처 밀크티+펄 L(5,800원), (HOT)브라운슈가 시그니처 밀크티+펄 J(6,900원), 브라운슈가 시그니처 밀크티+미니펄 J(6,900원), 흑당 두부 밀크 + 미니펄(5,800원), 흑심 품은 흑당 두부 밀크티 + 펄(6,000원), 말차 티라미수 라떼(5,500원), 딸기 듬뿍 밀크티(5,100원), 딸기 말차 크러쉬(5,500원), 아메리카노 L(3,900원), 아메리카노 J(4,400원), 제주그린밀크티 + 펄 L(5,500원)"
샐리앤리키,카페,자양동,서울 광진구 뚝섬로36길 63 1층,4.0,"아메리카노(4,500원)"
차유,카페,자양동,서울 광진구 아차산로30길 15 1층,4.9,"계화우롱(4,500원), 암차우롱(4,500원), 쟈스민그린티(4,500원), 홍차(블랙티)(4,500원), 과일트리오(ICE)(5,800원), 퍼플자스민(ICE)(5,200원), 대추홍차(5,200원), 계향식혜(5,200원)"
쿠키빠와21커피크리머리,디저트카페,자양동,서울 광진구 뚝섬로30가길 9 1층,4.8,"오렌지 스파클링 커피(4,500원), 코코넛 크리머리 커피(5,500원), 버터 크리머리 커피(5,500원), 연유 크리머리 커피(5,500원), 섬과일 스파클링 커피(4,500원)"
부엉이젤라또,디저트카페,자양동,서울 광진구 능동로8길 19 1층 01호,4.6,"트로픽 컨테이너(M)(23,000원), 진한초콜렛(7,000원), 구운피스타치오(7,000원), 석류 소르베(7,000원), 녹차(7,000원), 트로픽 컨테이너(L)-세가지(34,000원), 순수우유(6,000원), 진한초콜렛(7,000원), 체리자두(7,000원), 밤(7,000원), 쏠티드카라멜(7,000원), 얼그레이(TWG)(7,000원)"
스륵,디저트카페,자양동,서울 광진구 자양로 35 1층,5.0,
얌커피로스터스,카페,자양동,서울 광진구 동일로 86 1층,4.0,"에스프레소(3,000원), 아메리카노(3,000원), 카페라떼(4,000원), 카푸치노(4,000원), 아인슈페너(4,500원), 플렛화이트(4,500원), 바닐라빈 라떼(4,500원), 헤이즐넛 라떼(4,500원), 연유 라떼(4,500원), 모카 라떼(4,500원), 카라멜 라떼(4,500원), 콜드브루(4,500원), 그린티 라떼(4,500원), 초코 라떼(4,500원), 밀크티 라떼(4,500원), 레몬 아이스티(4,000원), 복숭아 아이스티(4,000원), 아샷추(4,500원), 자몽에이드(4,500원), 오렌지에이드(4,500원)"
젠젠 롯데백화점 건대스타시티점,디저트카페,자양동,서울 광진구 능동로 92 2층,4.3,"젠젠 팬케이크(14,000원)"
안티크코코 건대점,디저트카페,자양동,서울 광진구 아차산로30길 26 몰오브케이 1층 108-1호,2.2,
로스터리 N5RM,커피전문점,자양동,서울 광진구 아차산로26길 20 1층,5.0,"브라질 파젠다 파세이오 다이렉트 트레이드(6,000원), 에티오피아 시다마 트와콕 내추럴(6,500원), 에티오피아 버그우 셀렉션 내추럴(6,500원), 로스 산토스 게이샤 블랙허니(필터)(8,000원), 콜롬비아 산 라파엘 워시드/워터멜론(8,500원), 코스타리카 엘 디아만테 무산소 내추럴(9,000원), 콜롬비아 시에나 모레나 워시드/위스키 배럴(9,000원), 에티오피아 예가체프 G1 아리치 우반치(6,000원), 시즈널 에스프레소(5,300원), 로스 산토스 게이샤 블랙허니(8,000원), 에티오피아 시다마벤사 케라모 내추럴(6,500원), 파젠다 파세이오 화이트(5,800원), 에티오피아 게뎁 첼베사 워시드(6,000원), 에티오피아 시다마 벤사 피베리 내추럴(6,500원), 콜롬비아 퀸디오 돈후앙 카투라 누룩발효 내추럴(9,000원), 코스타리카 하시엔다 이타다키 게이샤 매케니컬 워시드(17,000원), 파나마 체바스 게이샤 콜드 퍼멘테이션(13,000원), 파나마 아다우라 게이샤 워시드 드라이룸(17,000원)"
낙양커피,카페,자양동,서울 광진구 동일로20길 116 1층,4.1,"누텔라 크로플(5,000원), 시그니처라떼(5,000원), 한림타워. 성수SKV1. 생각공장(1,000원), 스타시티. 테크노마트. 트리마제(1,000원), 워커힐. 갤러리아포레. 서울거리예술창작센터(1,000원), 서울숲아크로포레스트(2,000원), 서퍼보이(6,500원), 홀리데이(7,200원), 문라이트(6,500원), DIY 그릭요거트(4,000원), 대용량 그릭요거트(12,000원), 대용량 그래놀라 200g(6,000원), 대용량 크리스피 코코넛 200g(9,500원), 플레인 크로플(3,500원), 생크림 크로플(4,500원), 누텔라 크림치즈 크로플(6,000원), 누텔라 바나나 크로플(6,500원), 크림치즈 크로플(5,000원), 블루베리 크림치즈 크로플(6,000원), 사과 크로플(4,500원), 오레오 크로플(5,500원), 돼지바 크로플(5,500원), 로투스 크로플(5,500원), 바닐라 아이스크림 크로플(6,500원), 티라미수 크로플(6,000원), 소금버터크로플(3,800원), 수제 바나나 푸딩(6,000원), 아메리카노(3,500원), 헤이즐넛 아메리카노(3,900원), 에소녹차라떼(5,500원)"
커피트레인 자양본점,커피전문점,자양동,서울 광진구 자양로13가길 2 1층 101호,4.4,"아메리카노(3,000원), Ice 빅다방(4,300원), 우유 팥빙수（3.5인／팥）(13,000원), 몬스터 1리터 （ICE）아메리카노(5,900원), 아메리카노 대용량 피크닉 팩（ONLY ICE）(13,900원), 카페라떼(3,600원), 사이공（연유）라떼(4,000원), 콜드브루（더치커피）(4,500원), 캬라멜마끼야또(3,900원), 카페모카(3,900원), 카푸치노(3,700원), 바닐라라떼(3,900원), 헤이즐넛라떼(3,900원), 아인슈페너 （only ice）(5,000원), 크림라떼 （only ice）(5,500원), HIT））매콤 떡볶이 그라탕(13,000원), 말렌카（허니쫀득케이크）(5,500원), 햄치즈파니니(4,300원), 카야토스트(3,800원), 오레오빙수（3.5인／우유얼음）(13,000원), 과일빙수（3.5인／우유얼음）(13,000원), 유자인절미 빙수（3.5인／우유얼음）(13,000원), Very Berry라떼（딸기라떼）(5,500원), 수제밀크티(4,800원), 녹차라떼(3,900원), 쵸코라떼(3,900원), 오곡라떼(3,900원), 고구마라떼(4,200원), 아이스티(3,900원), 정성가득 수제차(4,800원)"
도리앤도리스,애견카페,자양동,서울 광진구 아차산로 200 커먼그라운드 MH동 3층,5.0,"입장료(음료포함)(6,000원), 아메리카노(4,500원)"
하루홍차,전통찻집,자양동,서울 광진구 능동로3길 67,5.0,"[따뜻한]밀크티, 얼그레이(5,000원), [따뜻한]밀크티, 달달밤루이보스(5,000원), [따뜻한]밀크티, 살구홍차(5,000원), [따뜻한]밀크티, 딸기루이보스(5,000원), [따뜻한]밀크티, 망고얼그레이(5,000원), [아이스]밀크티, 달달밤루이보스(5,500원), [아이스]밀크티, 얼그레이(5,500원), [아이스]밀크티, 살구홍차(5,500원), [아이스]밀크티, 딸기루이보스(5,500원), [아이스]밀크티, 망고얼그레이(5,500원), [따뜻한]홍차-얼그레이(3,800원), [따뜻한]홍차-아쌈홍차(3,800원), [따뜻한]홍차-우바살구(3,800원), [따뜻한]홍차-초콜릿(3,800원), [따뜻한]허브-레몬페퍼민트(3,800원), [따뜻한]허브티-히비스커스크랜베리(3,800원), [따뜻한]루이보스-바나나루이보스(3,800원), [따뜻한]우롱티-복숭아우롱(3,800원), [아이스]홍차-얼그레이(4,000원), [아이스]홍차-아쌈홍차(4,000원), [아이스]홍차-우바살구(4,000원), [아이스]홍차-초콜릿(4,000원), [아이스]허브-레몬페퍼민트(4,000원), [아이스]허브티-히비스커스크랜베리(4,000원), [아이스]루이보스-바나나루이보스(4,000원), [아이스]우롱티-복숭아우롱(4,000원), [따뜻한]아메리카노(3,500원), [따뜻한]디카페인아메리카노(3,500원), [따뜻한]카페라떼(4,000원), [따뜻한]디카페인카페라떼(4,000원)"
클라씩 하우스,카페,자양동,서울 광진구 뚝섬로52마길 49 1층,5.0,"에스프레소(2,500원), 아메리카노(2,500원), 카페모카(4,000원), 하와이안 비치(3,500원), 하노이 코코넛 스무디(4,000원), 카페라떼(3,500원), 카푸치노(3,500원), 바닐라 라떼(4,000원), 헤이즐넛 라떼(4,000원), 연유 라떼(4,000원), 코코넛 라떼(4,000원), 드립백(1,000원), 핸드드립(4,000원), 생 바나나(딸기/블루베리)(3,500원), 레몬/자몽/청포도/깔라만시 에이드(3,500원), 하와이안 비치(레몬+자몽)(3,500원), 석류 에이드(3,500원), TWG 1837 BLACK TEA(5,000원), 아이스티(복숭아/레몬)(2,500원), 레몬차/자몽차/유자차(3,000원), 생강차/홍삼차(3,500원), 녹차(일본차)(3,000원), 루이보스/페퍼민트(3,000원), 그린 티 라떼(3,500원), 밀크티(3,500원), 초코 라떼(3,500원), 딸기/블루베리 라떼(3,500원), 플레인 요거트 스무디(4,000원), 요거트 스무디(딸기/블루베리)(4,500원), 밀크쉐이크(4,000원), 녹차 프라페(4,000원), 녹차/딸기/바닐라 아이스크림(2,000원), 치킨라면+음료(7,000원), 마늘빵+요거트(블루베리/딸기/사과)+음료(6,000원), 마늘빵 단품(4,000원), 치즈 크리스피 핫도그+음료(5,000원), 크로플(와플) 바닐라/딸기/녹차(5,000원), 프렌치 토스트 + 밀크티(5,000원), 햄치즈 토스트 + 음료(5,000원)"
